Ticket_Number,Product_Code,Brand,CAT,BU,SKU_Name,Mapping_Status
4966450-20260603-183824,12623842,IN NSB : Nestum 3,INFANT NUTRITION,NN,,Exact Product Code Match
4966450-20260603-191133,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,,Exact Product Code Match
4966450-20260603-191344,13796407,IN C&C : Munch,CHOCOLATE,F&B,,Exact Product Code Match
4966450-20260603-191520,12518426,IN NSB : NAN PRO 2,INFANT NUTRITION,NN,,Exact Product Code Match
4966450-20260603-191641,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,,Exact Product Code Match
4966450-20260603-191848,12607948,IN NSB : Cerelac 2,INFANT NUTRITION,NN,,Exact Product Code Match
4966450-20260603-191848,12601933,IN NSB : Cerelac 1,INFANT NUTRITION,NN,,Exact Product Code Match
4966450-20260409-115945,,Not Available,Not Available,Not Available,,Not Available
4966450-20260303-104630,12608635,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
4966450-20260228-132537,12612451,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
4966450-20260223-132834,,Not Available,Not Available,Not Available,,Not Available
4966450-20260209-114736,14102109,IN C&C : Milkybar,CHOCOLATE,F&B,,Exact Product Code Match
4966450-20260205-132655,,Not Available,Not Available,Not Available,,Not Available
601620-20260606-140756,,Not Available,Not Available,Not Available,,Not Available
601620-20260418-115740,,Not Available,Not Available,Not Available,,Not Available
601620-20260410-115654,,Not Available,Not Available,Not Available,,Not Available
601620-20260316-141210,,Not Available,Not Available,Not Available,,Not Available
601620-20260310-140914,,Not Available,Not Available,Not Available,,Not Available
601620-20260310-141541,,Not Available,Not Available,Not Available,,Not Available
601620-20260114-122630,,Not Available,Not Available,Not Available,,Not Available
7090540-20260629-115650,,Not Available,Not Available,Not Available,,Not Available
7090540-20260624-121720,,Not Available,Not Available,Not Available,,Not Available
7090540-20260619-105144,,Not Available,Not Available,Not Available,,Not Available
6655301-20260613-185845,12561850,IN NSB : LACTOGROW,INFANT NUTRITION,NN,NESTLE LACTOGROW 400GRMS,Exact Product Code Match
601623-20260629-161144,,Not Available,Not Available,Not Available,,Not Available
6975857-20260416-183655,12893346,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,,Exact Product Code Match
6975857-20260325-125852,12608551,IN CUL : Noodles,CULINARY,F&B,we found a discrepancy in the following; Product Name: MAGGI 2-MIN Masala 12x600g; MAGGI 2-MIN Masala 12x600g,Exact Product Code Match
6975857-20260324-110654,12607947,IN NSB : Cerelac 2,INFANT NUTRITION,NN,,Exact Product Code Match
6975857-20260131-123658,14118476,IN CPW : Munch Cereals,BREAKFAST CEREAL,NBC,MUNCH Cereal PR MB Choo IN,Exact Product Code Match
6043092-20260626-134300,13680087,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN MAS 24*300G PR RS 2 OFF IN,Exact Product Code Match
7453842-20260625-180040,,Not Available,Not Available,Not Available,,Not Available
7453842-20260623-091015,,Not Available,Not Available,Not Available,,Not Available
7453842-20260623-091152,,Not Available,Not Available,Not Available,,Not Available
6043092-20260619-123439,12559595,IN CUL : Pazzta,CULINARY,F&B,MAGGI PAZZTA MUSHROOM 96*68.5G IN (IN,Exact Product Code Match
7453842-20260616-182007,,Not Available,Not Available,Not Available,,Not Available
7453842-20260616-182130,,Not Available,Not Available,Not Available,,Not Available
6043092-20260611-125216,,Not Available,Not Available,Not Available,,Not Available
6043092-20260605-121816,14505767,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,NESCAFE CLASSIC JAR 15*180G PR 145OFF IN,Exact Product Code Match
6043092-20260603-095230,14504152,IN C&C : Milkybar Choo,CHOCOLATE,F&B,milkybar chooc jar 6(100*11g)pr pen fr in,Exact Product Code Match
6043092-20260603-140546,12601761,IN CUL : Sauces,CULINARY,F&B,MAGGI HOT&SWEET 24*500G N1,Exact Product Code Match
7453842-20260523-175703,12458983,IN C&B : Nescafe Gold - Retail,BEVERAGES,F&B,,Exact Product Code Match
6043092-20260416-122715,13463319,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,NESCAFE SUNRISE DAWN JAR 15*190G TN IN,Exact Product Code Match
6043092-20260320-133546,,Not Available,Not Available,Not Available,MAGGI PAZZTA CHSY TOM 80*68.5G IN,Not Available
6043092-20260317-131244,,Not Available,Not Available,Not Available,KIT KAT HAZELNUT CRUNCH 10(6*120G)IN,Not Available
7453842-20260310-152648,60506640,Not Available,Not Available,Not Available,Munch pouch,Not Available
601627-20260608-143122,13944227,IN CUL : Masala-ae-Magic,CULINARY,F&B,MAGGI MEM 16(2(60*6g) PR CASSROLE N1 IN,Exact Product Code Match
601627-20260601-135104,13680087,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN MAS 24*300G PR RS 2 OFF IN,Exact Product Code Match
601627-20260601-135741,12608543,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN MASALA POUCH 12*600G N1 IN,Exact Product Code Match
601627-20260601-200648,13843471,IN C&C : Milkybar Choo,CHOCOLATE,F&B,MILKYBAR CHOO STRAWBERRY 30(28*11G) IN,Exact Product Code Match
601627-20260601-201018,13680087,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN MAS 24*300G PR RS 2 OFF IN,Exact Product Code Match
601630-20260610-115416,,Not Available,Not Available,Not Available,,Not Available
601630-20260610-120413,12608303,IN NSB : Lactogen 1,INFANT NUTRITION,NN,,Exact Product Code Match
601630-20260325-123027,12609884,IN NSB : Cerelac 5,INFANT NUTRITION,NN,COMPANY,Exact Product Code Match
601630-20260109-132352,12585137,IN NSB : Lactogen 4,INFANT NUTRITION,NN,,Exact Product Code Match
6614197-20260220-172509,12956336,IN C&C : Munch Maxx,CHOCOLATE,F&B,MUNCH MAX RS.20/- 1.,Exact Product Code Match
6614197-20260220-172840,12614824,IN SSD : EveryDay DW,DAIRY,F&B,EVERYDAY 15G 1CASES SHORTAGE,Exact Product Code Match
601631-20260206-143510,,Not Available,Not Available,Not Available,,Not Available
7448515-20260308-111526,12608496,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
7448515-20260108-110910,12729817,IN CUL : Masala-ae-Magic,CULINARY,F&B,,Exact Product Code Match
6952712-20260616-085509,12608497,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
6952712-20260616-085509,12608578,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
6952712-20260306-155647,12609874,IN NSB : Cerelac 3,INFANT NUTRITION,NN,CERELAC STG3 WheRi Mix Frt 24*300g ZS IN - 3CFC Shortage INV No: 1099838707 INV Dt: 06/03/2026 Product Code: 12609877 - CERELAC STG4 MU Dal Veg 24*300g ZS IN - 2CFC Excess,Exact Product Code Match
6952712-20260306-155647,12609877,IN NSB : Cerelac 4,INFANT NUTRITION,NN,CERELAC STG3 WheRi Mix Frt 24*300g ZS IN - 3CFC Shortage INV No: 1099838707 INV Dt: 06/03/2026 Product Code: 12609877 - CERELAC STG4 MU Dal Veg 24*300g ZS IN - 2CFC Excess,Exact Product Code Match
6952712-20260207-091801,13797726,IN CUL : Masala-ae-Magic,CULINARY,F&B,,Exact Product Code Match
6952712-20260112-095915,12609878,IN NSB : Cerelac 4,INFANT NUTRITION,NN,,Exact Product Code Match
3382314-20260507-174453,13737115,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
3382314-20260428-173049,12585137,IN NSB : Lactogen 4,INFANT NUTRITION,NN,,Exact Product Code Match
3382314-20260428-173049,12601932,IN NSB : Cerelac 1,INFANT NUTRITION,NN,,Exact Product Code Match
3382314-20260324-113635,12571548,IN CUL : Noodles Value Added,CULINARY,F&B,PRODUCT DISC : MAGGI Ntr-lcs Atta Mas Spin 24*290gRC IN,Exact Product Code Match
3382314-20260313-185522,12606043,IN CUL : Sauces,CULINARY,F&B,BILLED,Exact Product Code Match
3382314-20260313-185522,12603833,IN CUL : Sauces,CULINARY,F&B,BILLED,Exact Product Code Match
3382314-20260313-190742,12610479,IN SSD : EveryDay DW,DAIRY,F&B,,Exact Product Code Match
3382314-20260313-191816,12610097,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,INVOICED,Exact Product Code Match
3382314-20260216-171232,12612434,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,,Exact Product Code Match
3382314-20260206-165458,12497672,IN NSB : NAN PRO 1,INFANT NUTRITION,NN,NAN PRO 1 IF BIB 24*400g INNWB174 NV IN,Exact Product Code Match
3382314-20260106-103816,,Not Available,Not Available,Not Available,,Not Available
1081682-20260620-194813,13757661,IN C&C : Polo,CONFECTIONARY,F&B,,Exact Product Code Match
1081682-20260620-194813,14033758,IN NSB : Cerelac 2,INFANT NUTRITION,NN,,Exact Product Code Match
1081682-20260612-094415,14379191,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,maggi 12-560 g 1,Exact Product Code Match
1081682-20260612-094415,12623518,IN CUL : Noodles,CULINARY,F&B,maggi 12-560 g 1,Exact Product Code Match
1081682-20260612-094415,13767984,IN C&C : Polo,CONFECTIONARY,F&B,maggi 12-560 g 1,Exact Product Code Match
1081682-20260323-124349,12426635,IN SSD : EveryDay DW - FS,NP,NP,,Exact Product Code Match
1081682-20260122-131456,12609760,IN CPW : Munch Choco Fills,BREAKFAST CEREAL,NBC,,Exact Product Code Match
1081682-20260103-130308,12629157,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
7461710-20260126-143916,13680372,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN MASALA 16x450G N1 IN,Exact Product Code Match
6704644-20260619-103745,12608497,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
7023418-20260316-104839,,Not Available,Not Available,Not Available,,Not Available
7369977-20260610-121859,,Not Available,Not Available,Not Available,,Not Available
7369977-20260528-162455,,Not Available,Not Available,Not Available,,Not Available
7369977-20260403-171134,,Not Available,Not Available,Not Available,,Not Available
7369977-20260320-162808,,Not Available,Not Available,Not Available,,Not Available
7369977-20260202-190055,,Not Available,Not Available,Not Available,,Not Available
7369977-20260121-122525,,Not Available,Not Available,Not Available,,Not Available
7369977-20260121-170849,,Not Available,Not Available,Not Available,,Not Available
7369977-20260121-171902,,Not Available,Not Available,Not Available,,Not Available
7369977-20260121-172458,,Not Available,Not Available,Not Available,,Not Available
7093900-20260529-181607,,Not Available,Not Available,Not Available,,Not Available
7093900-20260228-143626,,Not Available,Not Available,Not Available,,Not Available
7093900-20260127-133140,,Not Available,Not Available,Not Available,,Not Available
5622725-20260629-113337,12608635,IN CUL : Noodles,CULINARY,F&B,MAGGI 320*32GMS M.R.P:07/- 4,Exact Product Code Match
5622725-20260626-105338,14301186,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,NESCAFE SUNRISE 30(156*1.3GMS) 2/- ONE,Exact Product Code Match
5622725-20260519-104917,13843427,IN C&C : Milkybar Choo,CHOCOLATE,F&B,MILKYBAR CHOO 5/- 30(28*11G) ONE,Exact Product Code Match
5622725-20260507-184006,13680087,IN CUL : Noodles,CULINARY,F&B,MAGGI 24*300GMS PR 2rs OFF M.R.P : 58/- TWO; CERELAC MU FRT 24*300 GMS M.R.P : 295/- ONE,Exact Product Code Match
5622725-20260507-184006,12609881,IN NSB : Cerelac 4,INFANT NUTRITION,NN,MAGGI 24*300GMS PR 2rs OFF M.R.P : 58/- TWO; CERELAC MU FRT 24*300 GMS M.R.P : 295/- ONE,Exact Product Code Match
5622725-20260420-123519,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,MILKMAID 48*380GMS WE HAVE GOT STOCK OF M.R.P : 145/- BUT IN,Exact Product Code Match
5622725-20260331-114604,12579461,IN NSB : Lactogen 1,INFANT NUTRITION,NN,LACTOGEN PRO 1 TIN 30*200GMS 245/- M.RP ONE,Exact Product Code Match
5622725-20260307-185007,12628829,IN CUL : Noodles,CULINARY,F&B,MAGGI 96*95GMS M.R.P:20/- ONE,Exact Product Code Match
5622725-20260212-124338,12610495,IN SSD : EveryDay DW,DAIRY,F&B,LACOGEN PRO 4 24*400 GMS IN,Exact Product Code Match
5622725-20260211-182714,13718181,IN C&C : Kitkat,CHOCOLATE,F&B,KITKAT 2F 24(30*22.1G) 20/- ONE,Exact Product Code Match
5622725-20260204-183940,14118476,IN CPW : Munch Cereals,BREAKFAST CEREAL,NBC,MUNCH CEREALS 216*19G MB CHOO 5/-OFFER STOCK WAS INVOICED BUT OFFER STOCK OF MB CHOO 5/- NOT,Exact Product Code Match
5622725-20260120-111031,13797772,Not Available,Not Available,Not Available,MAGGI MEM 162(60-6G)PRB5G1 ONE,Not Available
5622725-20260108-103050,12629157,IN C&C : Kitkat,CHOCOLATE,F&B,KITKAT 2F MINI 24(42*13.2G) M.R.P : 10/- ONE,Exact Product Code Match
5272377-20260429-202448,,Not Available,Not Available,Not Available,,Not Available
7083062-20260427-170809,14199858,IN C&C : Munch,CHOCOLATE,F&B,Product,Exact Product Code Match
7083062-20260328-123402,,Not Available,Not Available,Not Available,,Not Available
601658-20260622-180357,,Not Available,Not Available,Not Available,,Not Available
601658-20260513-095138,12579461,IN NSB : Lactogen 1,INFANT NUTRITION,NN,,Exact Product Code Match
601658-20260120-104014,12609760,IN CPW : Munch Choco Fills,BREAKFAST CEREAL,NBC,MUNCH Cereal Choco Fills 144x30g IN one,Exact Product Code Match
4637644-20260504-151240,14033758,IN NSB : Cerelac 2,INFANT NUTRITION,NN,CERELAC STG2 Whe App Chry 24x360g WS IN,Exact Product Code Match
4637644-20260415-184210,13680299,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Mas 16x450g PR Rs 4 Off IN,Exact Product Code Match
4637644-20260330-115803,13678473,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MIN NDLS Masala Chain 108x52g IN,Exact Product Code Match
4637644-20260226-164805,12612451,IN C&C : Kitkat,CHOCOLATE,F&B,KIT KAT 4 Finger 18(21x38.5g)N1 IN,Exact Product Code Match
4637644-20260207-123657,12606043,IN CUL : Sauces,CULINARY,F&B,MAGGI HOT & SWEET 24x200g N2 IN,Exact Product Code Match
601669-20260611-173640,13678304,IN CUL : MAGGI NDLS-SpecialMasala,CULINARY,F&B,MAGGI 2-MIN Spec Mas 24x300g IN Invoiced,Exact Product Code Match
601669-20260430-093032,14301186,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,NESC Sunrise Sac 30(156x1.3g)TPBLRNR4 IN,Exact Product Code Match
601669-20260406-205202,12359021,IN C&B : Sunrise Extra - FS,NP,NP,SUNRISE EXTRA Sachet 12(5x200g) PR MB IN INVOICED,Exact Product Code Match
7206600-20260626-185232,,Not Available,Not Available,Not Available,,Not Available
7206600-20260505-112205,,Not Available,Not Available,Not Available,,Not Available
7206600-20260421-115313,12556491,IN NSB : NAN Lo-Lac,INFANT NUTRITION,NN,,Exact Product Code Match
7206600-20260421-115809,14504152,IN C&C : Milkybar Choo,CHOCOLATE,F&B,,Exact Product Code Match
7206600-20260223-180638,13718181,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
7206600-20260129-182851,12610047,IN NSB : Cerelac 4,INFANT NUTRITION,NN,,Exact Product Code Match
601683-20260620-125118,,Not Available,Not Available,Not Available,,Not Available
601683-20260330-164525,,Not Available,Not Available,Not Available,,Not Available
601683-20260205-193440,12630062,IN CPW : Munch Choco Fills,BREAKFAST CEREAL,NBC,,Exact Product Code Match
601683-20260205-193440,12617902,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,,Exact Product Code Match
7486326-20260121-203809,13796414,IN C&C : Munch,CHOCOLATE,F&B,MUNCH TWIN BAR 12(42*19.6g) MISSING,Exact Product Code Match
4796159-20260518-160000,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,MILKMAID SCN EOE TIN 48*380G- 10,Exact Product Code Match
4796159-20260518-161847,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,MILKMAID SCN EOE TIN 48*380G- 10,Exact Product Code Match
4796159-20260508-133830,12609874,IN NSB : Cerelac 3,INFANT NUTRITION,NN,CEEELAC MIXED FRT - 5,Exact Product Code Match
4796159-20260326-184707,12559238,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,MAGGI 2-MINN Spicy Garlic24*248g- 2,Exact Product Code Match
4796159-20260304-181920,12591613,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,NESCAFE Ice Roast 24*90g- 1,Exact Product Code Match
4796159-20260202-141114,12499557,IN C&B : Sunrise Extra - FS,NP,NP,Nescafe Sunrise Strong 12*5*200g - 1,Exact Product Code Match
5213822-20260623-142447,12567446,IN NSB : Pre NAN,INFANT NUTRITION,NN,product,Exact Product Code Match
5213822-20260618-134930,,Not Available,Not Available,Not Available,,Not Available
5213822-20260515-192354,12628829,IN CUL : Noodles,CULINARY,F&B,Product,Exact Product Code Match
5213822-20260410-183930,13632235,IN NSB : Lactogen 2,INFANT NUTRITION,NN,,Exact Product Code Match
7045944-20260525-143653,14508643,IN SSD : EveryDay DW,DAIRY,F&B,G R NO - 5874,Exact Product Code Match
601707-20260618-173014,14503950,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601707-20260618-173515,14505767,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601707-20260618-173515,12595279,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
601707-20260618-173515,12595302,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
601707-20260618-173515,12570655,IN CUL : Noodles Oats,CULINARY,F&B,,Exact Product Code Match
601707-20260618-173515,14503951,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601707-20260618-173636,14507586,IN C&C : Munch,CHOCOLATE,F&B,,Exact Product Code Match
601707-20260618-174000,14505767,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601707-20260618-174336,12957459,IN C&C : Munch,CHOCOLATE,F&B,,Exact Product Code Match
601707-20260512-112802,,Not Available,Not Available,Not Available,,Not Available
601707-20260508-122742,,Not Available,Not Available,Not Available,,Not Available
601707-20260508-123030,,Not Available,Not Available,Not Available,,Not Available
601707-20260508-123422,,Not Available,Not Available,Not Available,,Not Available
601707-20260508-123608,,Not Available,Not Available,Not Available,,Not Available
601707-20260508-123902,,Not Available,Not Available,Not Available,,Not Available
601707-20260508-124452,,Not Available,Not Available,Not Available,,Not Available
601707-20260420-122416,12586422,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601707-20260420-122638,12559338,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,,Exact Product Code Match
601707-20260420-123521,12458968,IN C&B : Nescafe Gold - Retail,BEVERAGES,F&B,,Exact Product Code Match
601707-20260420-123521,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,,Exact Product Code Match
601707-20260420-123841,12562440,IN SSD : UHT Milk - Toned,DAIRY,F&B,,Exact Product Code Match
601707-20260216-130319,12615905,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601707-20260119-144218,12967299,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601707-20260119-144218,12586404,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601707-20260119-144541,12586404,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601707-20260119-144736,12606197,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601707-20260119-144935,12606197,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601707-20260119-145211,12615905,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601707-20260119-145351,12499422,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
6775176-20260604-112803,12608496,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
6775176-20260604-112803,12603833,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
6775176-20260603-145246,12610617,IN SSD : EveryDay DW,DAIRY,F&B,,Exact Product Code Match
6775176-20260603-145246,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,,Exact Product Code Match
6775176-20260326-154417,,Not Available,Not Available,Not Available,,Not Available
6775176-20260302-142540,12586420,IN CUL : Noodles Value Added,CULINARY,F&B,PRODUCT NAME;MAGGI ATTA;290G,Exact Product Code Match
5653625-20260623-175227,14378939,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,NESC SUNRISE SAC 30(156*1.6.G)TN NR 4N2 IN,Exact Product Code Match
6960711-20260625-220612,,Not Available,Not Available,Not Available,,Not Available
6960711-20260430-082501,12616861,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
6960711-20260424-140645,12525887,IN NSB : NAN PRO 1,INFANT NUTRITION,NN,,Exact Product Code Match
6960711-20260417-210501,,Not Available,Not Available,Not Available,,Not Available
6960711-20260320-215742,,Not Available,Not Available,Not Available,,Not Available
6960711-20260130-082806,14118476,IN CPW : Munch Cereals,BREAKFAST CEREAL,NBC,,Exact Product Code Match
601713-20260615-134106,,Not Available,Not Available,Not Available,,Not Available
601713-20260612-122324,,Not Available,Not Available,Not Available,,Not Available
601713-20260417-115552,,Not Available,Not Available,Not Available,,Not Available
601713-20260417-175142,,Not Available,Not Available,Not Available,,Not Available
601713-20260203-174155,,Not Available,Not Available,Not Available,,Not Available
601713-20260203-174719,,Not Available,Not Available,Not Available,,Not Available
5651903-20260413-120424,12609874,IN NSB : Cerelac 3,INFANT NUTRITION,NN,,Exact Product Code Match
5651903-20260413-120424,12497672,IN NSB : NAN PRO 1,INFANT NUTRITION,NN,,Exact Product Code Match
5651903-20260413-120424,12625864,IN NSB : Nestum 1,INFANT NUTRITION,NN,,Exact Product Code Match
6077583-20260415-175013,12359021,IN C&B : Sunrise Extra - FS,NP,NP,SUNRISE EXTRA Sachet 12(5x200g),Exact Product Code Match
7099587-20260618-131607,14199858,IN C&C : Munch,CHOCOLATE,F&B,Product Name MUNCH Maha 18(50x10.4g) NR IN,Exact Product Code Match
7099587-20260501-132500,12612446,IN C&C : Kitkat,CHOCOLATE,F&B,Product Name KIT KAT 2x3F 18(14x(2x28.5g))N1 IN,Exact Product Code Match
7099587-20260501-132500,12612451,IN C&C : Kitkat,CHOCOLATE,F&B,Product Name KIT KAT 2x3F 18(14x(2x28.5g))N1 IN,Exact Product Code Match
7099587-20260414-125322,,Not Available,Not Available,Not Available,,Not Available
6952263-20260617-164126,,Not Available,Not Available,Not Available,,Not Available
6952263-20260610-133215,13737115,IN C&C : Kitkat,CHOCOLATE,F&B,KIT KAT 2F MINI - 2 BOXES (84 PCS) INV NO : 1365365907 ITEM PRODUCT CODE : 13627651 LACTOGEN PRO 4 - 2PCS,Exact Product Code Match
6952263-20260610-133215,13627651,IN NSB : Lactogen 4,INFANT NUTRITION,NN,KIT KAT 2F MINI - 2 BOXES (84 PCS) INV NO : 1365365907 ITEM PRODUCT CODE : 13627651 LACTOGEN PRO 4 - 2PCS,Exact Product Code Match
7265306-20260404-132700,,Not Available,Not Available,Not Available,,Not Available
7265306-20260205-140432,,Not Available,Not Available,Not Available,,Not Available
601743-20260619-124253,13797726,IN CUL : Masala-ae-Magic,CULINARY,F&B,MAGGI MeM 16(2(60x6g) PR B5G1 N2 IN; MAGGI Ntr-lcs Atta 16x435g RC 2 IN,Exact Product Code Match
601743-20260619-124253,60172814,Not Available,Not Available,Not Available,MAGGI MeM 16(2(60x6g) PR B5G1 N2 IN; MAGGI Ntr-lcs Atta 16x435g RC 2 IN,Not Available
601743-20260619-124253,12586404,IN CUL : Noodles Value Added,CULINARY,F&B,MAGGI MeM 16(2(60x6g) PR B5G1 N2 IN; MAGGI Ntr-lcs Atta 16x435g RC 2 IN,Exact Product Code Match
601743-20260619-124253,60400455,Not Available,Not Available,Not Available,MAGGI MeM 16(2(60x6g) PR B5G1 N2 IN; MAGGI Ntr-lcs Atta 16x435g RC 2 IN,Not Available
601743-20260619-130444,12623517,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Masala 48x140g N6 IN,Exact Product Code Match
601743-20260619-130444,61382814,Not Available,Not Available,Not Available,MAGGI 2-MINN Masala 48x140g N6 IN,Not Available
601743-20260619-130641,12623518,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Masala 12x560g NR IN,Exact Product Code Match
601743-20260619-130641,61359939,Not Available,Not Available,Not Available,MAGGI 2-MINN Masala 12x560g NR IN,Not Available
601743-20260619-130916,12571560,IN CUL : Noodles Chicken,CULINARY,F&B,MAGGI 2-MINN Chkn 24x284g RC IN,Exact Product Code Match
601743-20260619-130916,61450455,Not Available,Not Available,Not Available,MAGGI 2-MINN Chkn 24x284g RC IN,Not Available
601743-20260619-131056,12623517,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Masala 48x140g N6 IN,Exact Product Code Match
601743-20260619-131056,61382814,Not Available,Not Available,Not Available,MAGGI 2-MINN Masala 48x140g N6 IN,Not Available
601743-20260619-131232,12956336,IN C&C : Munch Maxx,CHOCOLATE,F&B,,Exact Product Code Match
601743-20260619-131232,61330454,Not Available,Not Available,Not Available,,Not Available
601743-20260618-114901,12619132,IN SSD : Milkmaid SCM,DAIRY,F&B,MILKMAID Doy Pack 64x190g IN,Exact Product Code Match
601743-20260618-114901,61100451,Not Available,Not Available,Not Available,MILKMAID Doy Pack 64x190g IN,Not Available
601743-20260618-115120,12595279,IN CUL : Sauces,CULINARY,F&B,MAGGI Sauce NONG 24x190g N1 IN,Exact Product Code Match
601743-20260618-115120,60330455,Not Available,Not Available,Not Available,MAGGI Sauce NONG 24x190g N1 IN,Not Available
601743-20260618-115341,12559605,IN CUL : Pazzta,CULINARY,F&B,MAGGI PAZZTA Chsy Tom 80x68.5g IN,Exact Product Code Match
601743-20260618-115341,61142814,Not Available,Not Available,Not Available,MAGGI PAZZTA Chsy Tom 80x68.5g IN,Not Available
601743-20260618-115624,12559238,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,MAGGI 2-MIN Spicy Garlic 24x248g IN; MAGGI 2-MINN Spicy Cheesy 24x304g IN,Exact Product Code Match
601743-20260618-115624,60772814,Not Available,Not Available,Not Available,MAGGI 2-MIN Spicy Garlic 24x248g IN; MAGGI 2-MINN Spicy Cheesy 24x304g IN,Not Available
601743-20260618-115624,12589871,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,MAGGI 2-MIN Spicy Garlic 24x248g IN; MAGGI 2-MINN Spicy Cheesy 24x304g IN,Exact Product Code Match
601743-20260618-115624,61030455,Not Available,Not Available,Not Available,MAGGI 2-MIN Spicy Garlic 24x248g IN; MAGGI 2-MINN Spicy Cheesy 24x304g IN,Not Available
601743-20260314-115857,12579448,IN NSB : Lactogen 1,INFANT NUTRITION,NN,,Exact Product Code Match
601743-20260314-115857,60560453,Not Available,Not Available,Not Available,,Not Available
601743-20260314-120254,12591613,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,NESCAFE Ice Roast 24x90g IN; MAG Cuppa Spicy Manchu Ndls 48x70.5g IN; MAGGI 2-MINN Masala 96x75g IN,Exact Product Code Match
601743-20260314-120254,41680452,Not Available,Not Available,Not Available,NESCAFE Ice Roast 24x90g IN; MAG Cuppa Spicy Manchu Ndls 48x70.5g IN; MAGGI 2-MINN Masala 96x75g IN,Not Available
601743-20260314-120254,12630049,IN CUL : Noodles Cup,CULINARY,F&B,NESCAFE Ice Roast 24x90g IN; MAG Cuppa Spicy Manchu Ndls 48x70.5g IN; MAGGI 2-MINN Masala 96x75g IN,Exact Product Code Match
